"X";"G2";"G4";"s90"
"0:00";4;0;0
"2:00";3;0;1
"4:00";3;1;0
"6:00";2;2;0
"8:00";2;2;0
"10:00";2;2;0
"12:00";2;1;1
"14:00";3;0;1
"16:00";4;0;0
"18:00";4;0;0
"20:00";1;1;2
"22:00";1;3;0
"24:00";3;1;0
"26:00";3;0;1
"28:00";3;1;0
"30:00";3;1;0
"32:00";3;1;0
"34:00";3;1;0
"36:00";4;0;0
"38:00";4;0;0
"40:00";4;0;0
"42:00";4;0;0
"44:00";4;0;0
"46:00";4;0;0
"48:00";4;0;0
