"X";"G4";"G8";"s90"
"0:00";5;1;0
"2:00";3;3;0
"4:00";2;4;0
"6:00";4;2;0
"8:00";1;2;3
"10:00";4;1;1
"12:00";4;2;0
"14:00";3;2;1
"16:00";5;1;0
"18:00";4;1;1
"20:00";0;5;1
"22:00";0;7;0
"24:00";4;2;0
"26:00";5;1;0
"28:00";3;1;2
"30:00";6;0;0
"32:00";6;0;0
"34:00";6;0;0
"36:00";6;0;0
"38:00";6;0;0
"40:00";6;0;0
"42:00";6;0;0
"44:00";6;0;0
"46:00";6;0;0
"48:00";6;0;0
