"X";"G12";"s90"
"0:00";9;0
"2:00";9;0
"4:00";8;1
"6:00";8;1
"8:00";8;1
"10:00";8;1
"12:00";9;0
"14:00";8;1
"16:00";7;2
"18:00";9;0
"20:00";8;1
"22:00";7;2
"24:00";8;1
"26:00";8;1
"28:00";8;1
"30:00";9;0
"32:00";9;0
"34:00";9;0
"36:00";9;0
"38:00";9;0
"40:00";9;0
"42:00";9;0
"44:00";9;0
"46:00";9;0
"48:00";9;0
