"X";"G11";"s90"
"0:00";7;1
"2:00";7;1
"4:00";7;1
"6:00";6;2
"8:00";6;2
"10:00";3;5
"12:00";6;2
"14:00";6;2
"16:00";5;3
"18:00";4;4
"20:00";6;2
"22:00";4;4
"24:00";6;2
"26:00";7;1
"28:00";5;3
"30:00";7;1
"32:00";8;0
"34:00";8;0
"36:00";8;0
"38:00";8;0
"40:00";8;0
"42:00";8;0
"44:00";8;0
"46:00";8;0
"48:00";8;0
