"X";"G13";"s90"
"0:00";7;0
"2:00";6;1
"4:00";5;2
"6:00";4;3
"8:00";2;5
"10:00";6;1
"12:00";7;0
"14:00";6;1
"16:00";6;1
"18:00";6;1
"20:00";4;3
"22:00";5;2
"24:00";5;2
"26:00";5;2
"28:00";3;4
"30:00";6;1
"32:00";7;0
"34:00";7;0
"36:00";7;0
"38:00";7;0
"40:00";7;0
"42:00";7;0
"44:00";7;0
"46:00";7;0
"48:00";7;0
