"X";"G12";"s90"
"0:00";6;0
"2:00";6;0
"4:00";6;0
"6:00";5;1
"8:00";4;2
"10:00";6;0
"12:00";6;0
"14:00";5;1
"16:00";4;2
"18:00";3;3
"20:00";4;2
"22:00";4;2
"24:00";4;2
"26:00";4;2
"28:00";6;0
"30:00";5;1
"32:00";5;1
"34:00";6;0
"36:00";5;1
"38:00";5;1
"40:00";5;1
"42:00";5;1
"44:00";6;0
"46:00";6;0
"48:00";6;0
