"X";"G12";"G9";"s90"
"0:00";5;0;0
"2:00";4;0;1
"4:00";4;1;0
"6:00";2;2;1
"8:00";3;2;0
"10:00";3;2;0
"12:00";3;1;1
"14:00";4;1;0
"16:00";4;1;0
"18:00";4;1;0
"20:00";3;2;0
"22:00";2;3;0
"24:00";3;1;1
"26:00";2;3;0
"28:00";4;1;0
"30:00";5;0;0
"32:00";5;0;0
"34:00";5;0;0
"36:00";5;0;0
"38:00";5;0;0
"40:00";5;0;0
"42:00";5;0;0
"44:00";5;0;0
"46:00";5;0;0
"48:00";5;0;0
