"X";"G13";"G8";"s90"
"0:00";5;2;0
"2:00";3;3;1
"4:00";4;3;0
"6:00";1;5;1
"8:00";3;4;0
"10:00";4;3;0
"12:00";3;3;1
"14:00";6;1;0
"16:00";6;1;0
"18:00";3;3;1
"20:00";3;4;0
"22:00";4;3;0
"24:00";2;4;1
"26:00";5;2;0
"28:00";4;3;0
"30:00";5;2;0
"32:00";6;1;0
"34:00";7;0;0
"36:00";7;0;0
"38:00";7;0;0
"40:00";7;0;0
"42:00";7;0;0
"44:00";7;0;0
"46:00";7;0;0
"48:00";7;0;0
