"X";"G12";"G9";"s90"
"0:00";5;0;1
"2:00";4;1;1
"4:00";4;1;1
"6:00";5;1;0
"8:00";3;2;1
"10:00";2;2;2
"12:00";5;1;0
"14:00";4;1;1
"16:00";2;3;1
"18:00";3;1;2
"20:00";3;1;2
"22:00";4;1;1
"24:00";4;1;1
"26:00";4;2;0
"28:00";5;1;0
"30:00";5;1;0
"32:00";5;1;0
"34:00";6;0;0
"36:00";6;0;0
"38:00";6;0;0
"40:00";6;0;0
"42:00";6;0;0
"44:00";6;0;0
"46:00";6;0;0
"48:00";6;0;0
