"X";"G10";"G12"
"0:00";3;0
"2:00";2;1
"4:00";1;2
"6:00";2;1
"8:00";3;0
"10:00";3;0
"12:00";3;0
"14:00";2;1
"16:00";1;2
"18:00";1;2
"20:00";0;5
"22:00";0;3
"24:00";2;1
"26:00";2;1
"28:00";2;1
"30:00";3;0
"32:00";3;0
"34:00";3;0
"36:00";3;0
"38:00";3;0
"40:00";3;0
"42:00";3;0
"44:00";3;0
"46:00";3;0
"48:00";3;0
