"X";"G13";"s90"
"0:00";7;0
"2:00";6;1
"4:00";6;1
"6:00";6;1
"8:00";4;3
"10:00";5;2
"12:00";6;1
"14:00";7;0
"16:00";7;0
"18:00";6;1
"20:00";5;2
"22:00";6;1
"24:00";3;4
"26:00";5;2
"28:00";6;1
"30:00";6;1
"32:00";6;1
"34:00";7;0
"36:00";7;0
"38:00";7;0
"40:00";7;0
"42:00";7;0
"44:00";7;0
"46:00";7;0
"48:00";7;0
