"X";"G13";"G8";"s90"
"0:00";4;1;0
"2:00";5;0;0
"4:00";4;1;0
"6:00";3;2;0
"8:00";4;1;0
"10:00";1;2;2
"12:00";4;1;0
"14:00";4;1;0
"16:00";3;2;0
"18:00";5;0;0
"20:00";4;1;0
"22:00";1;3;1
"24:00";4;1;0
"26:00";3;2;0
"28:00";4;1;0
"30:00";5;0;0
"32:00";5;0;0
"34:00";5;0;0
"36:00";5;0;0
"38:00";5;0;0
"40:00";5;0;0
"42:00";5;0;0
"44:00";5;0;0
"46:00";5;0;0
"48:00";5;0;0
