"X";"G4";"G8";"s90"
"0:00";2;3;0
"2:00";1;3;1
"4:00";1;3;1
"6:00";5;0;0
"8:00";3;0;2
"10:00";5;0;0
"12:00";3;1;1
"14:00";3;2;0
"16:00";2;2;1
"18:00";1;2;2
"20:00";4;1;0
"22:00";3;2;0
"24:00";1;3;1
"26:00";3;2;0
"28:00";4;1;0
"30:00";5;0;0
"32:00";5;0;0
"34:00";4;1;0
"36:00";4;1;0
"38:00";5;0;0
"40:00";5;0;0
"42:00";5;0;0
"44:00";5;0;0
"46:00";5;0;0
"48:00";5;0;0
