"X";"G12";"s90"
"0:00";7;0
"2:00";7;0
"4:00";7;0
"6:00";6;1
"8:00";6;1
"10:00";7;0
"12:00";7;0
"14:00";6;1
"16:00";5;2
"18:00";4;3
"20:00";6;1
"22:00";7;0
"24:00";7;0
"26:00";7;0
"28:00";7;0
"30:00";7;0
"32:00";7;0
"34:00";6;1
"36:00";6;1
"38:00";7;0
"40:00";7;0
"42:00";7;0
"44:00";7;0
"46:00";7;0
"48:00";7;0
