"X";"G10";"G13"
"0:00";3;0
"2:00";3;0
"4:00";3;0
"6:00";2;1
"8:00";2;1
"10:00";3;0
"12:00";3;0
"14:00";2;1
"16:00";1;2
"18:00";2;1
"20:00";2;1
"22:00";1;2
"24:00";0;3
"26:00";2;1
"28:00";3;0
"30:00";3;0
"32:00";3;0
"34:00";3;0
"36:00";3;0
"38:00";3;0
"40:00";3;0
"42:00";3;0
"44:00";3;0
"46:00";3;0
"48:00";3;0
