"X";"G12";"s90"
"0:00";9;0
"2:00";8;1
"4:00";6;3
"6:00";9;0
"8:00";8;1
"10:00";7;2
"12:00";7;2
"14:00";8;1
"16:00";8;1
"18:00";7;2
"20:00";9;0
"22:00";8;1
"24:00";6;3
"26:00";7;2
"28:00";9;0
"30:00";8;1
"32:00";8;1
"34:00";9;0
"36:00";9;0
"38:00";9;0
"40:00";9;0
"42:00";9;0
"44:00";9;0
"46:00";9;0
"48:00";9;0
