"X";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS";"T10km";"T10SYS";"STABFQ";"NAME"
1;41302;"189-2";1;120;629;1686;"P";70;TRUE;1;"FGz";517,63658211195;532,554544696399;1,02881937463458;"G5"
2;41306;"189-2";1;120;629;1686;"P";70;TRUE;1;"NGz";517,63658211195;532,554544696399;1,02881937463458;"G5"
3;41307;"189-2";1;100;629;1686;"P";70;FALSE;1;"FGz";517,63658211195;532,554544696399;1,02881937463458;"G5"
4;41317;"189-2";1;120;629;1686;"P";70;TRUE;1;"FGz";517,63658211195;532,554544696399;1,02881937463458;"G5"
5;41329;"189-2";1;120;629;1686;"P";70;TRUE;1;"FGz";517,63658211195;532,554544696399;1,02881937463458;"G5"
6;41360;"180-1";1;100;626;1484;"P";70;FALSE;1;"FGz";653,412764209556;772,111907732297;1,18166027666499;"s90"
7;41361;"145-2";1;120;628;1680;"P";70;TRUE;1;"FGz";569,942699898337;772,111907732297;1,35471847936647;"s90"
8;42313;"185-2";1;100;639;1685;"P";80;TRUE;1;"FGz";532,239092023379;532,554544696399;1,000592689785;"G5"
9;42328;"185-2";1;100;629;2085;"G";90;TRUE;1;"NGz";612,063957536471;772,111907732297;1,26148893138556;"s90"
10;42357;"185-2";1;100;639;1685;"P";80;FALSE;1;"NGz";532,239092023379;532,554544696399;1,000592689785;"G5"
11;43304;"185-2";1;100;639;1685;"P";80;TRUE;1;"NGz";532,239092023379;532,554544696399;1,000592689785;"G5"
12;43305;"185-2";1;100;639;1685;"P";80;TRUE;1;"FGz";532,239092023379;532,554544696399;1,000592689785;"G5"
13;47302;"180-1";1;100;616;1084;"P";70;FALSE;1;"FGz";536,404371601031;532,554544696399;1;"G5"
14;47306;"180-1";1;100;616;1534;"P";70;FALSE;1;"FGz";667,004649137451;772,111907732297;1,15758099846945;"s90"
15;47307;"155-1";1;100;619;1123;"P";70;FALSE;1;"FGz";481,60629521262;532,554544696399;1,10578817177065;"G5"
16;47309;"155-1";1;100;619;1423;"P";70;FALSE;1;"FGz";525,891161515594;532,554544696399;1,01267065063729;"G5"
17;47761;"155-1";1;90;419;1923;"G";62;FALSE;1;"GzG";641,526062189763;772,111907732297;1,20355501239778;"s90"
18;49397;"155-1";1;100;619;1123;"P";70;TRUE;1;"NGz";481,60629521262;532,554544696399;1,10578817177065;"G5"
19;49993;"155-1";1;100;619;923;"P";70;FALSE;1;"NGz";458,883083459587;532,554544696399;1,16054516693314;"G5"
20;60004;"155-1";1;100;619;1323;"P";71;FALSE;1;"NGz";510,132881651887;532,554544696399;1,04395259323788;"G5"
21;69142;"264-1";1;80;619;4356;"P";57;FALSE;0;"NGz";25523,1486772161;25523,1486772161;1;"no"
22;91049;"185-2";1;100;608;1085;"P";75;TRUE;1;"NGz";465,229545549342;532,554544696399;1,14471350710875;"G5"
23;91210;"185-2";1;90;619;2485;"P";60;TRUE;1;"NGz";664,575898055352;772,111907732297;1,16181148006061;"s90"
24;91275;"Re 482-2";1;100;589;884;"P";68;TRUE;1;"NGz";448,107157001973;532,554544696399;1,18845355708981;"G5"
25;91422;"185-2";1;100;639;2083;"P";80;TRUE;1;"FGz";584,777992044279;772,111907732297;1,32035048896613;"s90"
26;95000;"152-2";1;100;579;637;"P";65;TRUE;1;"NGz";434,118482542348;532,554544696399;1,2267493002776;"G5"
27;95020;"185CL1-1";1;90;619;2384;"G";67;FALSE;1;"GzG";667,269694559407;772,111907732297;1,15712119706278;"s90"
28;98491;"185-2";1;90;394;1885;"P";60;TRUE;1;"NGz";565,663410379488;772,111907732297;1,36496703439649;"s90"
29;89915;"6186-1";1;80;609;2484;"G";58;TRUE;1;"NGz";697,297228863988;697,297228863988;1;"no"
30;42346;"185-2";1;100;569;2075;"P";62;TRUE;1;"NGz";582,689636452839;772,111907732297;1,32508261590609;"s90"
31;42348;"185-2";1;100;629;1285;"P";68;TRUE;1;"NGz";483,769631314183;532,554544696399;1,10084327379065;"G5"
32;45307;"180-1";1;90;496;1284;"P";62;FALSE;1;"FGz";594,174892395994;772,111907732297;1,29946909169921;"s90"
33;45313;"180-1";1;90;496;1584;"P";62;FALSE;1;"FGz";683,807629521929;772,111907732297;1,12913614063082;"s90"
34;45323;"180-1";1;90;496;1384;"P";62;FALSE;1;"FGz";621,100468940601;772,111907732297;1,24313528381209;"s90"
35;46328;"189-3";1;90;500;2636;"P";70;TRUE;1;"NGz";680,94649930762;772,111907732297;1,13388042748935;"s90"
36;47317;"180-1";1;100;551;1084;"P";72;FALSE;1;"FGz";536,404371601031;532,554544696399;1;"G5"
37;48302;"185-2";1;100;629;1385;"P";80;FALSE;1;"FGz";495,255550683614;532,554544696399;1,07531262186017;"G5"
38;48305;"185-2";1;100;629;1185;"P";80;TRUE;1;"NGz";473,827134526728;532,554544696399;1,12394269110048;"G5"
39;48323;"185-2";1;100;629;1185;"P";80;TRUE;1;"NGz";473,827134526728;532,554544696399;1,12394269110048;"G5"
40;48334;"185-2";1;100;629;1385;"P";80;TRUE;1;"NGz";495,255550683614;532,554544696399;1,07531262186017;"G5"
41;48335;"185-2";1;100;629;1385;"P";80;TRUE;1;"NGz";495,255550683614;532,554544696399;1,07531262186017;"G5"
42;48336;"185-2";1;100;629;1385;"P";80;TRUE;1;"NGz";495,255550683614;532,554544696399;1,07531262186017;"G5"
43;51412;"180-1";1;100;526;1684;"P";68;FALSE;1;"FGz";720,491299338965;772,111907732297;1,07164640078332;"s90"
44;51414;"180-1";1;100;526;1684;"P";68;FALSE;1;"FGz";720,491299338965;772,111907732297;1,07164640078332;"s90"
45;51416;"180-1";1;100;526;1684;"P";68;FALSE;1;"FGz";720,491299338965;772,111907732297;1,07164640078332;"s90"
