"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
"24817";948;50;"G";90;0,903846153846154;0,990384615384615;1;1;0,903846153846154;1;0;0;1500;"G";40;"139-1";1;599,367744999654
"20119";1927;51;"G";90;0,913461538461538;0,961538461538462;1;1;0,903846153846154;0;1;0;2100;"G";40;"145-2";1;601,45386677602
"14797";241;54;"G";90;0,923076923076923;0,951923076923077;1;1;0,903846153846154;0;0;1;2100;"G";30;"1116-1";1;580,629334995208
"14027";16689;55;"G";90;0,932692307692308;0,942307692307692;1;1;0,903846153846154;0;0;0;1700;"G";50;"ER 20D-2";1;738,639311125779
"204";1055;61;"G";90;0,961538461538462;0,923076923076923;1;1;0,903846153846154;0;0;0;2000;"G";70;"139-1";1;671,221941191462
