"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
"25443";42;40;"P";100;0,9;1;1;0,933333333333333;0,9;1;0;1;1800;"G";40;"1016-1";1;512,837292106981
"1";14;55;"P";100;0,933333333333333;0,9;1;0,933333333333333;0,9;0;1;0;1800;"G";30;"1016-1";1;512,837292106981
