"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
"10967";3065;50;"G";80;0,905660377358491;0,990566037735849;1;0,990566037735849;0,905660377358491;0;0;1;3100;"G";40;"152-2";1;673,453200963803
"9130";1236;54;"G";80;0,924528301886792;0,981132075471698;1;0,990566037735849;0,905660377358491;0;0;0;2400;"G";40;"140-1";1;733,904222747745
"7293";920;55;"G";80;0,933962264150943;0,971698113207547;1;0,990566037735849;0,905660377358491;0;0;0;2100;"G";30;"139-1";1;683,340761343435
"2876";13231;54;"G";90;0,971698113207547;0,981132075471698;1;0,915094339622642;0,905660377358491;1;1;0;2100;"G";30;"371-1";1;754,804834295978
"116";4554;55;"G";90;0,990566037735849;0,971698113207547;1;0,915094339622642;0,905660377358491;0;0;0;2400;"G";30;"180-1";1;750,985958691341
