"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
"14883";245;46;"G";80;0,900900900900901;1;1;1;0,900900900900901;1;0;1;2500;"G";30;"1116-1";1;631,614261311566
"12801";919;47;"G";80;0,90990990990991;0,990990990990991;1;1;0,900900900900901;0;0;0;2000;"G";30;"139-1";1;671,221941191462
"10723";1435;54;"G";80;0,918918918918919;0,972972972972973;1;1;0,90990990990991;0;0;0;2300;"G";90;"140-1";1;723,85325724153
"8520";867;56;"G";80;0,936936936936937;0,90990990990991;1;1;0,900900900900901;0;1;0;1700;"G";30;"1293-2";1;943,177170402928
"2143";868;54;"G";90;1;0,972972972972973;1;0,900900900900901;0,900900900900901;0;0;0;1800;"G";30;"1293-2";1;1026,50193491488
