"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
"10255";337;46;"G";90;0,901639344262295;1;1;0,983606557377049;0,901639344262295;1;0;0;2500;"G";50;"1116-1";1;609,293993073185
"6836";291;48;"G";90;0,934426229508197;0,967213114754098;1;0,983606557377049;0,901639344262295;0;0;0;2500;"G";40;"1116-1";1;609,293993073185
"3414";244;52;"G";90;0,950819672131147;0,950819672131147;1;0,983606557377049;0,901639344262295;0;1;1;2400;"G";30;"1116-1";1;601,827940919128
"3";245;54;"G";90;0,967213114754098;0,934426229508197;1;0,983606557377049;0,901639344262295;0;0;0;2500;"G";30;"1116-1";1;609,293993073185
