"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
"3603";1395;56;"G";90;0,903846153846154;1;1;0,942307692307692;0,903846153846154;1;1;0;2300;"G";80;"140-1";1;723,85325724153
"6835";245;57;"G";80;0,942307692307692;0,942307692307692;1;0,980769230769231;0,903846153846154;0;0;0;2500;"G";30;"1116-1";1;631,614261311566
"5";247;57;"G";90;0,961538461538462;0,942307692307692;1;0,942307692307692;0,903846153846154;0;0;1;2700;"G";30;"1116-1";1;624,908239936142
