"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
"62659";239;56;"G";80;0,903846153846154;1;1;1;0,903846153846154;1;0;0;1900;"G";30;"1116-1";1;596,582819837073
"27953";516;56;"G";90;0,913461538461538;1;1;0,990384615384615;0,903846153846154;0;0;1;2000;"G";90;"1116-1";1;573,925748754644
"14013";470;58;"G";90;0,932692307692308;0,961538461538462;1;0,990384615384615;0,903846153846154;0;1;0;2000;"G";80;"1116-1";1;573,925748754644
"7823";2532;60;"G";90;0,971153846153846;0,932692307692308;1;0,990384615384615;0,913461538461538;0;0;0;2400;"G";100;"146-3";1;609,541346169117
"1037";3011;63;"G";90;1;0,903846153846154;1;0,990384615384615;0,903846153846154;0;0;0;3100;"G";30;"152-2";1;673,453200963803
