"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
"43345";286;56;"G";90;0,9;0,985714285714286;1;1;0,9;1;0;1;2000;"G";40;"1116-1";1;573,925748754644
"38125";983;57;"G";90;0,914285714285714;0,942857142857143;1;1;0,9;0;1;0;1600;"G";50;"139-1";1;611,557952214065
"27085";244;60;"G";90;0,957142857142857;0,9;1;1;0,9;0;0;0;2400;"G";30;"1116-1";1;601,827940919128
"21812";868;55;"P";90;1;1;0,9;1;0,9;0;0;0;1800;"G";30;"1293-2";1;1014,59717301012
