"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
"334371";16595;60;"G";80;0,905797101449275;0,992753623188406;1;1;0,905797101449275;0;0;0;2400;"G";100;"EG-2";1;591,155088119405
"95977";180;60;"G";100;0,91304347826087;0,992753623188406;1;0,963768115942029;0,905797101449275;1;0;0;1600;"G";90;"1016-1";1;528,001270289671
"316639";180;61;"G";80;0,91304347826087;0,985507246376812;1;1;0,905797101449275;0;0;0;1600;"G";90;"1016-1";1;580,657803117465
"86377";152;61;"G";100;0,920289855072464;0,985507246376812;1;0,963768115942029;0,905797101449275;0;0;0;1600;"G";80;"1016-1";1;528,001270289671
"268663";152;60;"P";80;0,920289855072464;0,992753623188406;0,949275362318841;1;0,905797101449275;0;0;0;1600;"G";80;"1016-1";1;556,848279307941
"38401";124;60;"P";100;0,927536231884058;0,992753623188406;0,949275362318841;0,963768115942029;0,905797101449275;0;0;1;1600;"G";70;"1016-1";1;498,239365527766
"259063";124;61;"P";80;0,927536231884058;0,985507246376812;0,949275362318841;1;0,905797101449275;0;0;0;1600;"G";70;"1016-1";1;556,848279307941
"28801";96;61;"P";100;0,934782608695652;0,985507246376812;0,949275362318841;0,963768115942029;0,905797101449275;0;0;0;1600;"G";60;"1016-1";1;498,239365527766
"76765";68;62;"G";100;0,942028985507246;0,956521739130435;1;0,963768115942029;0,905797101449275;0;0;0;1600;"G";50;"1016-1";1;528,001270289671
"67751";1150;65;"G";100;0,949275362318841;0,949275362318841;1;0,963768115942029;0,905797101449275;0;0;0;1300;"G";100;"139-1";1;566,794574006519
"19189";12;62;"P";100;0,956521739130435;0,956521739130435;0,949275362318841;0,963768115942029;0,905797101449275;0;1;0;1600;"G";30;"1016-1";1;498,239365527766
"172742";239;66;"G";90;0,992753623188406;0,905797101449275;1;0,992753623188406;0,905797101449275;0;0;0;1900;"G";30;"1116-1";1;567,387590162961
