"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
"124275";5527;56;"G";80;0,904109589041096;0,986301369863014;1;1;0,904109589041096;0;0;0;1900;"G";90;"183-1";1;595,549247853357
"102221";694;61;"G";80;0,917808219178082;0,904109589041096;1;1;0,904109589041096;0;1;0;1500;"G";100;"1144-1";1;615,462594995597
"54511";518;56;"G";90;0,931506849315068;0,986301369863014;1;0,958904109589041;0,904109589041096;1;0;1;2200;"G";90;"1116-1";1;587,50738461758
"47712";519;59;"G";90;0,945205479452055;0,972602739726027;1;0,958904109589041;0,904109589041096;0;0;0;2300;"G";90;"1116-1";1;594,56988447154
"47580";19524;60;"G";90;0,972602739726027;0,945205479452055;1;0,958904109589041;0,917808219178082;0;0;0;2400;"G";90;"Re 482-2";1;599,736392433345
"95180";19524;56;"P";80;0,972602739726027;0,986301369863014;0,931506849315068;1;0,904109589041096;0;0;0;2400;"G";90;"Re 482-2";1;597,498864948851
"81714";521;59;"P";80;0,986301369863014;0,972602739726027;0,931506849315068;1;0,904109589041096;0;0;0;2500;"G";90;"1116-1";1;607,804737502042
