"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
"45163";1355;60;"G";90;0,92;0,96;1;1;0,92;0;0;0;2300;"G";70;"140-1";1;723,85325724153
"35937";239;50;"P";90;0,92;1;0,96;1;0,92;0;0;1;1900;"G";30;"1116-1";1;540,601875877247
"9853";7054;50;"P";100;0,96;1;0,96;0,92;0,92;1;1;0;1000;"G";30;"202-1";1;828,438936058901
"32313";7054;60;"P";90;0,96;0,96;0,96;1;0,92;0;0;0;1000;"G";30;"202-1";1;828,438936058901
"40507";865;61;"G";90;1;0,92;1;1;0,92;0;0;0;1500;"G";30;"1293-2";1;1004,91418127146
