"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
"8965";12;54;"P";80;0,923076923076923;0,948717948717949;1;1;0,923076923076923;1;1;1;1600;"G";30;"1016-1";1;556,848279307941
"25";242;55;"P";80;0,948717948717949;0,923076923076923;1;1;0,923076923076923;0;0;0;2200;"G";30;"1116-1";1;589,716361455504
