"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
"84069";1652;47;"G";70;0,907407407407407;0,962962962962963;1;1;0,907407407407407;1;1;0;1600;"G";90;"142-1";1;672,585425585261
"36113";1125;47;"G";80;0,925925925925926;0,962962962962963;1;0,981481481481482;0,907407407407407;0;0;0;2200;"G";90;"139-1";1;696,263624890494
"77931";1125;52;"G";70;0,925925925925926;0,944444444444444;1;1;0,907407407407407;0;0;0;2200;"G";90;"139-1";1;714,59628788693
"30265";1436;52;"G";80;0,944444444444444;0,944444444444444;1;0,981481481481482;0,907407407407407;0;0;0;2400;"G";90;"140-1";1;733,904222747745
"72083";1436;56;"G";70;0,944444444444444;0,925925925925926;1;1;0,907407407407407;0;0;0;2400;"G";90;"140-1";1;733,904222747745
"65847";865;37;"P";70;0,981481481481482;1;0,907407407407407;1;0,907407407407407;0;0;0;1500;"G";30;"1293-2";1;993,009419366702
"23904";247;56;"G";80;1;0,925925925925926;1;0,981481481481482;0,907407407407407;0;0;1;2700;"G";30;"1116-1";1;644,385069359716
