"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
867;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1700;"G";30;"1293-2";1;2032,94418529027
868;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1800;"G";30;"1293-2";1;2349,0022691409
871;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1700;"P";30;"1293-2";1;2026,76421330148
872;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1800;"P";30;"1293-2";1;2343,73016029736
875;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1700;"G";40;"1293-2";1;2014,3372056541
876;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1800;"G";40;"1293-2";1;2332,5745001801
879;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1700;"P";40;"1293-2";1;2008,15723366531
880;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1800;"P";40;"1293-2";1;2327,30239133657
883;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1700;"G";50;"1293-2";1;2014,3372056541
884;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1800;"G";50;"1293-2";1;2332,5745001801
887;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1700;"P";50;"1293-2";1;2008,15723366531
888;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1800;"P";50;"1293-2";1;2327,30239133657
891;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1700;"G";60;"1293-2";1;2014,3372056541
892;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1800;"G";60;"1293-2";1;2332,5745001801
895;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1700;"P";60;"1293-2";1;2008,15723366531
896;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1800;"P";60;"1293-2";1;2327,30239133657
899;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1700;"G";70;"1293-2";1;2014,3372056541
900;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1800;"G";70;"1293-2";1;2332,5745001801
903;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1700;"P";70;"1293-2";1;2008,15723366531
904;55;"G";80;0,96969696969697;0,96969696969697;1;0,984848484848485;0,924242424242424;1800;"P";70;"1293-2";1;2327,30239133657
1196;55;"G";80;0,939393939393939;0,96969696969697;1;0,984848484848485;0,909090909090909;2400;"G";30;"140-1";1;1904,43613326976
