"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
14;55;"G";100;1;1;1;1;1;1800;"G";30;"1016-1";1;1250,82241527112
28;55;"G";100;1;1;1;1;1;1800;"P";30;"1016-1";1;1250,82241527112
42;55;"G";100;1;1;1;1;1;1800;"G";40;"1016-1";1;968,152738163293
56;55;"G";100;1;1;1;1;1;1800;"P";40;"1016-1";1;968,152738163293
70;55;"G";100;1;1;1;1;1;1800;"G";50;"1016-1";1;805,770891864781
84;55;"G";100;1;1;1;1;1;1800;"P";50;"1016-1";1;805,770891864781
98;55;"G";100;1;1;1;1;1;1800;"G";60;"1016-1";1;703,748798978722
112;55;"G";100;1;1;1;1;1;1800;"P";60;"1016-1";1;703,748798978722
126;55;"G";100;1;1;1;1;1;1800;"G";70;"1016-1";1;636,461503047688
140;55;"G";100;1;1;1;1;1;1800;"P";70;"1016-1";1;636,461503047688
154;55;"G";100;1;1;1;1;1;1800;"G";80;"1016-1";1;591,166971571777
168;55;"G";100;1;1;1;1;1;1800;"P";80;"1016-1";1;591,166971571777
182;55;"G";100;1;1;1;1;1;1800;"G";90;"1016-1";1;561,00663958413
196;55;"G";100;1;1;1;1;1;1800;"P";90;"1016-1";1;561,00663958413
238;55;"G";100;1;1;1;1;1;1800;"G";30;"1116-1";1;1250,82241527112
239;55;"G";100;1;1;1;1;1;1900;"G";30;"1116-1";1;1252,61727952659
240;55;"G";100;1;1;1;1;1;2000;"G";30;"1116-1";1;1254,43642802399
241;55;"G";100;1;1;1;1;1;2100;"G";30;"1116-1";1;1256,28035996532
242;55;"G";100;1;1;1;1;1;2200;"G";30;"1116-1";1;1258,14958842191
243;55;"G";100;1;1;1;1;1;2300;"G";30;"1116-1";1;1260,04464082299
244;55;"G";100;1;1;1;1;1;2400;"G";30;"1116-1";1;1261,96605946535
245;55;"G";100;1;1;1;1;1;2500;"G";30;"1116-1";1;1263,91440204493
246;55;"G";100;1;1;1;1;1;2600;"G";30;"1116-1";1;1265,89024221163
247;55;"G";100;1;1;1;1;1;2700;"G";30;"1116-1";1;1267,89417014847
261;55;"G";100;1;1;1;1;1;1800;"P";30;"1116-1";1;1250,82241527112
262;55;"G";100;1;1;1;1;1;1900;"P";30;"1116-1";1;1252,61727952659
263;55;"G";100;1;1;1;1;1;2000;"P";30;"1116-1";1;1254,43642802399
264;55;"G";100;1;1;1;1;1;2100;"P";30;"1116-1";1;1256,28035996532
265;55;"G";100;1;1;1;1;1;2200;"P";30;"1116-1";1;1258,14958842191
266;55;"G";100;1;1;1;1;1;2300;"P";30;"1116-1";1;1260,04464082299
267;55;"G";100;1;1;1;1;1;2400;"P";30;"1116-1";1;1261,96605946535
268;55;"G";100;1;1;1;1;1;2500;"P";30;"1116-1";1;1263,91440204493
269;55;"G";100;1;1;1;1;1;2600;"P";30;"1116-1";1;1265,89024221163
270;55;"G";100;1;1;1;1;1;2700;"P";30;"1116-1";1;1267,89417014847
284;55;"G";100;1;1;1;1;1;1800;"G";40;"1116-1";1;968,152738163293
285;55;"G";100;1;1;1;1;1;1900;"G";40;"1116-1";1;970,583929360035
286;55;"G";100;1;1;1;1;1;2000;"G";40;"1116-1";1;973,049774619167
287;55;"G";100;1;1;1;1;1;2100;"G";40;"1116-1";1;975,551033386566
288;55;"G";100;1;1;1;1;1;2200;"G";40;"1116-1";1;978,088487919301
289;55;"G";100;1;1;1;1;1;2300;"G";40;"1116-1";1;980,662944168572
290;55;"G";100;1;1;1;1;1;2400;"G";40;"1116-1";1;983,275232705038
291;55;"G";100;1;1;1;1;1;2500;"G";40;"1116-1";1;985,926209688989
292;55;"G";100;1;1;1;1;1;2600;"G";40;"1116-1";1;988,616757888007
293;55;"G";100;1;1;1;1;1;2700;"G";40;"1116-1";1;991,347787744899
307;55;"G";100;1;1;1;1;1;1800;"P";40;"1116-1";1;968,152738163293
308;55;"G";100;1;1;1;1;1;1900;"P";40;"1116-1";1;970,583929360035
309;55;"G";100;1;1;1;1;1;2000;"P";40;"1116-1";1;973,049774619167
310;55;"G";100;1;1;1;1;1;2100;"P";40;"1116-1";1;975,551033386566
311;55;"G";100;1;1;1;1;1;2200;"P";40;"1116-1";1;978,088487919301
312;55;"G";100;1;1;1;1;1;2300;"P";40;"1116-1";1;980,662944168572
313;55;"G";100;1;1;1;1;1;2400;"P";40;"1116-1";1;983,275232705038
314;55;"G";100;1;1;1;1;1;2500;"P";40;"1116-1";1;985,926209688989
315;55;"G";100;1;1;1;1;1;2600;"P";40;"1116-1";1;988,616757888007
316;55;"G";100;1;1;1;1;1;2700;"P";40;"1116-1";1;991,347787744899
