"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
867;54;"G";70;1;0,96;1;1;0,96;1700;"G";30;"1293-2";1;2032,94418529027
868;54;"G";70;1;0,96;1;1;0,96;1800;"G";30;"1293-2";1;2349,0022691409
871;54;"G";70;1;0,96;1;1;0,96;1700;"P";30;"1293-2";1;2026,76421330148
872;54;"G";70;1;0,96;1;1;0,96;1800;"P";30;"1293-2";1;2343,73016029736
875;54;"G";70;1;0,96;1;1;0,96;1700;"G";40;"1293-2";1;2014,3372056541
876;54;"G";70;1;0,96;1;1;0,96;1800;"G";40;"1293-2";1;2332,5745001801
879;54;"G";70;1;0,96;1;1;0,96;1700;"P";40;"1293-2";1;2008,15723366531
880;54;"G";70;1;0,96;1;1;0,96;1800;"P";40;"1293-2";1;2327,30239133657
883;54;"G";70;1;0,96;1;1;0,96;1700;"G";50;"1293-2";1;2014,3372056541
884;54;"G";70;1;0,96;1;1;0,96;1800;"G";50;"1293-2";1;2332,5745001801
887;54;"G";70;1;0,96;1;1;0,96;1700;"P";50;"1293-2";1;2008,15723366531
888;54;"G";70;1;0,96;1;1;0,96;1800;"P";50;"1293-2";1;2327,30239133657
891;54;"G";70;1;0,96;1;1;0,96;1700;"G";60;"1293-2";1;2014,3372056541
892;54;"G";70;1;0,96;1;1;0,96;1800;"G";60;"1293-2";1;2332,5745001801
895;54;"G";70;1;0,96;1;1;0,96;1700;"P";60;"1293-2";1;2008,15723366531
896;54;"G";70;1;0,96;1;1;0,96;1800;"P";60;"1293-2";1;2327,30239133657
899;54;"G";70;1;0,96;1;1;0,96;1700;"G";70;"1293-2";1;2014,3372056541
900;54;"G";70;1;0,96;1;1;0,96;1800;"G";70;"1293-2";1;2332,5745001801
903;54;"G";70;1;0,96;1;1;0,96;1700;"P";70;"1293-2";1;2008,15723366531
904;54;"G";70;1;0,96;1;1;0,96;1800;"P";70;"1293-2";1;2327,30239133657
920;54;"G";70;0,96;0,96;1;1;0,92;2100;"G";30;"139-1";1;1320,56375805187
921;54;"G";70;1;0,96;1;1;0,96;2200;"G";30;"139-1";1;1437,77870955983
937;54;"G";70;0,96;0,96;1;1;0,92;2100;"P";30;"139-1";1;1310,48439297251
938;54;"G";70;1;0,96;1;1;0,96;2200;"P";30;"139-1";1;1427,69934448046
955;54;"G";70;0,96;0,96;1;1;0,92;2200;"G";40;"139-1";1;1343,95503406184
972;54;"G";70;0,96;0,96;1;1;0,92;2200;"P";40;"139-1";1;1335,37170072851
1193;54;"G";70;0,96;0,96;1;1;0,92;2100;"G";30;"140-1";1;1305,42000553417
1194;54;"G";70;1;0,96;1;1;0,96;2200;"G";30;"140-1";1;1450,94776451504
1195;54;"G";70;1;0,96;1;1;0,96;2300;"G";30;"140-1";1;1638,9808023572
1196;54;"G";70;1;0,96;1;1;0,96;2400;"G";30;"140-1";1;1904,43613326976
1213;54;"G";70;0,96;0,96;1;1;0,92;2100;"P";30;"140-1";1;1295,63962786586
1214;54;"G";70;1;0,96;1;1;0,96;2200;"P";30;"140-1";1;1442,3644311817
1215;54;"G";70;1;0,96;1;1;0,96;2300;"P";30;"140-1";1;1631,59701550913
1216;54;"G";70;1;0,96;1;1;0,96;2400;"P";30;"140-1";1;1898,25616128097
1235;54;"G";70;0,96;0,96;1;1;0,92;2300;"G";40;"140-1";1;1515,01640713779
1236;54;"G";70;0,96;0,96;1;1;0,92;2400;"G";40;"140-1";1;1762,80403059781
1255;54;"G";70;0,96;0,96;1;1;0,92;2300;"P";40;"140-1";1;1507,63262028972
1256;54;"G";70;0,96;0,96;1;1;0,92;2400;"P";40;"140-1";1;1756,62405860902
2579;54;"G";70;0,96;0,96;1;1;0,92;3100;"G";30;"151-1";1;1303,04960330295
2606;54;"G";70;0,96;0,96;1;1;0,92;3100;"P";30;"151-1";1;1293,26922563464
3011;54;"G";70;0,96;0,96;1;1;0,92;3100;"G";30;"152-2";1;1279,0552384085
3038;54;"G";70;0,96;0,96;1;1;0,92;3100;"P";30;"152-2";1;1268,97587332913
3796;54;"G";70;0,96;0,96;1;1;0,92;3200;"G";30;"155-1";1;1454,99371610096
3824;54;"G";70;0,96;0,96;1;1;0,92;3200;"P";30;"155-1";1;1444,9143510216
4549;54;"G";70;0,96;0,96;1;1;0,92;1900;"G";30;"180-1";1;1273,94021776283
4550;54;"G";70;0,96;0,96;1;1;0,92;2000;"G";30;"180-1";1;1369,11684268551
4551;54;"G";70;1;0,96;1;1;0,96;2100;"G";30;"180-1";1;1603,11208498613
4552;54;"G";70;1;0,96;1;1;0,96;2200;"G";30;"180-1";1;1831,64439597314
4553;54;"G";70;1;0,96;1;1;0,96;2300;"G";30;"180-1";1;50195,6872936768
4554;54;"G";70;1;0,96;1;1;0,96;2400;"G";30;"180-1";1;50199,0591917667
4555;54;"G";70;1;0,96;1;1;0,96;2500;"G";30;"180-1";1;50202,5083201602
4556;54;"G";70;1;0,96;1;1;0,96;2600;"G";30;"180-1";1;50206,0374045117
4569;54;"G";70;0,96;0,96;1;1;0,92;1900;"P";30;"180-1";1;1263,86085268347
