"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
868;55;"P";90;1;1;0,9;1;0,9;1800;"G";30;"1293-2";1;2348,49497326488
872;55;"P";90;1;1;0,9;1;0,9;1800;"P";30;"1293-2";1;2343,22286442135
876;55;"P";90;1;1;0,9;1;0,9;1800;"G";40;"1293-2";1;2332,5745001801
880;55;"P";90;1;1;0,9;1;0,9;1800;"P";40;"1293-2";1;2327,30239133657
884;55;"P";90;1;1;0,9;1;0,9;1800;"G";50;"1293-2";1;2332,5745001801
888;55;"P";90;1;1;0,9;1;0,9;1800;"P";50;"1293-2";1;2327,30239133657
892;55;"P";90;1;1;0,9;1;0,9;1800;"G";60;"1293-2";1;2332,5745001801
896;55;"P";90;1;1;0,9;1;0,9;1800;"P";60;"1293-2";1;2327,30239133657
900;55;"P";90;1;1;0,9;1;0,9;1800;"G";70;"1293-2";1;2332,5745001801
904;55;"P";90;1;1;0,9;1;0,9;1800;"P";70;"1293-2";1;2327,30239133657
1195;55;"P";90;1;1;0,9;1;0,9;2300;"G";30;"140-1";1;1637,49759059616
1196;55;"P";90;1;1;0,9;1;0,9;2400;"G";30;"140-1";1;1903,06595192023
1215;55;"P";90;1;1;0,9;1;0,9;2300;"P";30;"140-1";1;1630,11380374809
1216;55;"P";90;1;1;0,9;1;0,9;2400;"P";30;"140-1";1;1896,88597993144
1235;55;"P";90;1;1;0,9;1;0,9;2300;"G";40;"140-1";1;1515,01640713779
1236;55;"P";90;1;1;0,9;1;0,9;2400;"G";40;"140-1";1;1762,80403059781
1255;55;"P";90;1;1;0,9;1;0,9;2300;"P";40;"140-1";1;1507,63262028972
1256;55;"P";90;1;1;0,9;1;0,9;2400;"P";40;"140-1";1;1756,62405860902
1275;55;"P";90;1;1;0,9;1;0,9;2300;"G";50;"140-1";1;1515,01640713779
1276;55;"P";90;1;1;0,9;1;0,9;2400;"G";50;"140-1";1;1762,80403059781
1295;55;"P";90;1;1;0,9;1;0,9;2300;"P";50;"140-1";1;1507,63262028972
1296;55;"P";90;1;1;0,9;1;0,9;2400;"P";50;"140-1";1;1756,62405860902
1315;55;"P";90;1;1;0,9;1;0,9;2300;"G";60;"140-1";1;1515,01640713779
1316;55;"P";90;1;1;0,9;1;0,9;2400;"G";60;"140-1";1;1762,80403059781
1335;55;"P";90;1;1;0,9;1;0,9;2300;"P";60;"140-1";1;1507,63262028972
1336;55;"P";90;1;1;0,9;1;0,9;2400;"P";60;"140-1";1;1756,62405860902
1355;55;"P";90;1;1;0,9;1;0,9;2300;"G";70;"140-1";1;1515,01640713779
1356;55;"P";90;1;1;0,9;1;0,9;2400;"G";70;"140-1";1;1762,80403059781
1375;55;"P";90;1;1;0,9;1;0,9;2300;"P";70;"140-1";1;1507,63262028972
1376;55;"P";90;1;1;0,9;1;0,9;2400;"P";70;"140-1";1;1756,62405860902
1395;55;"P";90;1;1;0,9;1;0,9;2300;"G";80;"140-1";1;1515,01640713779
1396;55;"P";90;1;1;0,9;1;0,9;2400;"G";80;"140-1";1;1762,80403059781
1415;55;"P";90;1;1;0,9;1;0,9;2300;"P";80;"140-1";1;1507,63262028972
1416;55;"P";90;1;1;0,9;1;0,9;2400;"P";80;"140-1";1;1756,62405860902
1436;55;"P";90;1;1;0,9;1;0,9;2400;"G";90;"140-1";1;1762,80403059781
1456;55;"P";90;1;1;0,9;1;0,9;2400;"P";90;"140-1";1;1756,62405860902
1476;55;"P";90;1;1;0,9;1;0,9;2400;"G";100;"140-1";1;1762,80403059781
1496;55;"P";90;1;1;0,9;1;0,9;2400;"P";100;"140-1";1;1756,62405860902
3008;55;"P";90;1;1;0,9;1;0,9;2800;"G";30;"152-2";1;1272,76043525632
3009;55;"P";90;1;1;0,9;1;0,9;2900;"G";30;"152-2";1;1274,82834937017
3010;55;"P";90;1;1;0,9;1;0,9;3000;"G";30;"152-2";1;1276,9263943064
3011;55;"P";90;1;1;0,9;1;0,9;3100;"G";30;"152-2";1;1279,0552384085
3035;55;"P";90;1;1;0,9;1;0,9;2800;"P";30;"152-2";1;1262,68107017696
