"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
247;52;"G";90;0,964285714285714;0,946428571428571;1;0,910714285714286;0,910714285714286;2700;"G";30;"1116-1";1;1267,89417014847
270;52;"G";90;0,964285714285714;0,946428571428571;1;0,910714285714286;0,910714285714286;2700;"P";30;"1116-1";1;1267,89417014847
868;52;"G";90;1;0,946428571428571;1;0,910714285714286;0,910714285714286;1800;"G";30;"1293-2";1;1279,13181805206
872;52;"G";90;1;0,946428571428571;1;0,910714285714286;0,910714285714286;1800;"P";30;"1293-2";1;1279,13181805206
876;52;"G";90;1;0,946428571428571;1;0,910714285714286;0,910714285714286;1800;"G";40;"1293-2";1;1026,50193491488
880;52;"G";90;1;0,946428571428571;1;0,910714285714286;0,910714285714286;1800;"P";40;"1293-2";1;1026,50193491488
884;52;"G";90;1;0,946428571428571;1;0,910714285714286;0,910714285714286;1800;"G";50;"1293-2";1;1026,50193491488
888;52;"G";90;1;0,946428571428571;1;0,910714285714286;0,910714285714286;1800;"P";50;"1293-2";1;1026,50193491488
892;52;"G";90;1;0,946428571428571;1;0,910714285714286;0,910714285714286;1800;"G";60;"1293-2";1;1026,50193491488
896;52;"G";90;1;0,946428571428571;1;0,910714285714286;0,910714285714286;1800;"P";60;"1293-2";1;1026,50193491488
900;52;"G";90;1;0,946428571428571;1;0,910714285714286;0,910714285714286;1800;"G";70;"1293-2";1;1026,50193491488
904;52;"G";90;1;0,946428571428571;1;0,910714285714286;0,910714285714286;1800;"P";70;"1293-2";1;1026,50193491488
921;52;"G";90;0,982142857142857;0,946428571428571;1;0,910714285714286;0,910714285714286;2200;"G";30;"139-1";1;1272,08641323992
938;52;"G";90;0,982142857142857;0,946428571428571;1;0,910714285714286;0,910714285714286;2200;"P";30;"139-1";1;1272,08641323992
955;52;"G";90;0,964285714285714;0,946428571428571;1;0,910714285714286;0,910714285714286;2200;"G";40;"139-1";1;999,449807100029
972;52;"G";90;0,964285714285714;0,946428571428571;1;0,910714285714286;0,910714285714286;2200;"P";40;"139-1";1;999,449807100029
1195;52;"G";90;0,982142857142857;0,946428571428571;1;0,910714285714286;0,910714285714286;2300;"G";30;"140-1";1;1274,7132557066
1196;52;"G";90;0,982142857142857;0,946428571428571;1;0,910714285714286;0,910714285714286;2400;"G";30;"140-1";1;1277,50007936706
1215;52;"G";90;0,982142857142857;0,946428571428571;1;0,910714285714286;0,910714285714286;2300;"P";30;"140-1";1;1274,7132557066
1216;52;"G";90;0,982142857142857;0,946428571428571;1;0,910714285714286;0,910714285714286;2400;"P";30;"140-1";1;1277,50007936706
1235;52;"G";90;0,964285714285714;0,946428571428571;1;0,910714285714286;0,910714285714286;2300;"G";40;"140-1";1;1003,20349545758
1236;52;"G";90;0,982142857142857;0,946428571428571;1;0,910714285714286;0,910714285714286;2400;"G";40;"140-1";1;1007,19469278829
1255;52;"G";90;0,964285714285714;0,946428571428571;1;0,910714285714286;0,910714285714286;2300;"P";40;"140-1";1;1003,20349545758
1256;52;"G";90;0,982142857142857;0,946428571428571;1;0,910714285714286;0,910714285714286;2400;"P";40;"140-1";1;1007,19469278829
1275;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2300;"G";50;"140-1";1;854,382885514342
1276;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2400;"G";50;"140-1";1;859,834748461886
1295;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2300;"P";50;"140-1";1;854,382885514342
1296;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2400;"P";50;"140-1";1;859,834748461886
1315;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2300;"G";60;"140-1";1;769,228562917511
1316;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2400;"G";60;"140-1";1;776,565147537159
1335;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2300;"P";60;"140-1";1;769,228562917511
1336;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2400;"P";60;"140-1";1;776,565147537159
1355;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2300;"G";70;"140-1";1;723,85325724153
1356;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2400;"G";70;"140-1";1;733,904222747745
1375;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2300;"P";70;"140-1";1;723,85325724153
1376;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2400;"P";70;"140-1";1;733,904222747745
1395;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2300;"G";80;"140-1";1;723,85325724153
1396;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2400;"G";80;"140-1";1;733,904222747745
1415;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2300;"P";80;"140-1";1;723,85325724153
1416;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2400;"P";80;"140-1";1;733,904222747745
1436;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2400;"G";90;"140-1";1;733,904222747745
1456;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2400;"P";90;"140-1";1;733,904222747745
1476;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2400;"G";100;"140-1";1;733,904222747745
1496;52;"G";90;0,946428571428571;0,946428571428571;1;0,910714285714286;0,910714285714286;2400;"P";100;"140-1";1;733,904222747745
1887;52;"G";90;0,964285714285714;0,946428571428571;1;0,910714285714286;0,910714285714286;2700;"G";30;"145-2";1;1268,20044290407
