"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
4555;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;2500;"G";30;"180-1";1;50202,5083201602
4556;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;2600;"G";30;"180-1";1;50206,0374045117
4575;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;2500;"P";30;"180-1";1;50197,1511773031
4576;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;2600;"P";30;"180-1";1;50200,6802616546
7135;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;1900;"G";30;"203-1";1;50199,3909716154
7136;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;2000;"G";30;"203-1";1;50203,8094017769
7151;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;1900;"P";30;"203-1";1;50194,0338287582
7152;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;2000;"P";30;"203-1";1;50198,4522589198
7167;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;1900;"G";40;"203-1";1;50194,9383490893
7168;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;2000;"G";40;"203-1";1;50200,4161784978
7183;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;1900;"P";40;"203-1";1;50189,5812062321
7184;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;2000;"P";40;"203-1";1;50195,0590356407
7199;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;1900;"G";50;"203-1";1;50194,9383490893
7200;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;2000;"G";50;"203-1";1;50200,4161784978
7215;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;1900;"P";50;"203-1";1;50189,5812062321
7216;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;2000;"P";50;"203-1";1;50195,0590356407
7231;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;1900;"G";60;"203-1";1;50194,9383490893
7232;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;2000;"G";60;"203-1";1;50200,4161784978
7247;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;1900;"P";60;"203-1";1;50189,5812062321
7248;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;2000;"P";60;"203-1";1;50195,0590356407
7263;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;1900;"G";70;"203-1";1;50194,9383490893
7264;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;2000;"G";70;"203-1";1;50200,4161784978
7279;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;1900;"P";70;"203-1";1;50189,5812062321
7280;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;2000;"P";70;"203-1";1;50195,0590356407
7295;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;1900;"G";80;"203-1";1;50194,9383490893
7296;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;2000;"G";80;"203-1";1;50200,4161784978
7311;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;1900;"P";80;"203-1";1;50189,5812062321
7312;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;2000;"P";80;"203-1";1;50195,0590356407
7327;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;1900;"G";90;"203-1";1;50194,9383490893
7328;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;2000;"G";90;"203-1";1;50200,4161784978
7343;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;1900;"P";90;"203-1";1;50189,5812062321
7344;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;2000;"P";90;"203-1";1;50195,0590356407
7359;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;1900;"G";100;"203-1";1;50194,9383490893
7360;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;2000;"G";100;"203-1";1;50200,4161784978
7375;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;1900;"P";100;"203-1";1;50189,5812062321
7376;55;"G";80;0,980392156862745;0,901960784313726;1;0,941176470588235;0,901960784313726;2000;"P";100;"203-1";1;50195,0590356407
13151;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;1300;"G";30;"363-1";1;50222,1342151549
13160;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;1300;"P";30;"363-1";1;50216,7770722978
13169;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;1300;"G";40;"363-1";1;50222,1342151549
13178;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;1300;"P";40;"363-1";1;50216,7770722978
13187;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;1300;"G";50;"363-1";1;50222,1342151549
13196;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;1300;"P";50;"363-1";1;50216,7770722978
13205;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;1300;"G";60;"363-1";1;50222,1342151549
13214;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;1300;"P";60;"363-1";1;50216,7770722978
15817;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;3300;"G";30;"DE1002-1";1;50210,4063688534
15818;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;3400;"G";30;"DE1002-1";1;50213,2098871743
15819;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;3500;"G";30;"DE1002-1";1;50216,0781542503
15848;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;3300;"P";30;"DE1002-1";1;50205,0492259963
15849;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;3400;"P";30;"DE1002-1";1;50207,8527443172
15850;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;3500;"P";30;"DE1002-1";1;50210,7210113932
15879;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;3300;"G";40;"DE1002-1";1;50210,4063688534
15880;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;3400;"G";40;"DE1002-1";1;50213,2098871743
15881;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;3500;"G";40;"DE1002-1";1;50216,0781542503
15910;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;3300;"P";40;"DE1002-1";1;50205,0492259963
15911;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;3400;"P";40;"DE1002-1";1;50207,8527443172
15912;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;3500;"P";40;"DE1002-1";1;50210,7210113932
