"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
241;56;"G";90;0,951219512195122;1;1;0,951219512195122;0,902439024390244;2100;"G";30;"1116-1";1;1256,28035996532
242;56;"G";90;0,951219512195122;1;1;0,951219512195122;0,902439024390244;2200;"G";30;"1116-1";1;1258,14958842191
243;56;"G";90;0,951219512195122;1;1;0,951219512195122;0,902439024390244;2300;"G";30;"1116-1";1;1260,04464082299
244;56;"G";90;0,975609756097561;1;1;0,951219512195122;0,926829268292683;2400;"G";30;"1116-1";1;1261,96605946535
245;56;"G";90;0,975609756097561;1;1;0,951219512195122;0,926829268292683;2500;"G";30;"1116-1";1;1263,91440204493
246;56;"G";90;1;1;1;0,951219512195122;0,951219512195122;2600;"G";30;"1116-1";1;1265,89024221163
247;56;"G";90;1;1;1;0,951219512195122;0,951219512195122;2700;"G";30;"1116-1";1;1267,89417014847
264;56;"G";90;0,951219512195122;1;1;0,951219512195122;0,902439024390244;2100;"P";30;"1116-1";1;1256,28035996532
265;56;"G";90;0,951219512195122;1;1;0,951219512195122;0,902439024390244;2200;"P";30;"1116-1";1;1258,14958842191
266;56;"G";90;0,951219512195122;1;1;0,951219512195122;0,902439024390244;2300;"P";30;"1116-1";1;1260,04464082299
267;56;"G";90;0,975609756097561;1;1;0,951219512195122;0,926829268292683;2400;"P";30;"1116-1";1;1261,96605946535
268;56;"G";90;0,975609756097561;1;1;0,951219512195122;0,926829268292683;2500;"P";30;"1116-1";1;1263,91440204493
269;56;"G";90;1;1;1;0,951219512195122;0,951219512195122;2600;"P";30;"1116-1";1;1265,89024221163
270;56;"G";90;1;1;1;0,951219512195122;0,951219512195122;2700;"P";30;"1116-1";1;1267,89417014847
288;56;"G";90;0,951219512195122;1;1;0,951219512195122;0,902439024390244;2200;"G";40;"1116-1";1;978,088487919301
289;56;"G";90;0,951219512195122;1;1;0,951219512195122;0,902439024390244;2300;"G";40;"1116-1";1;980,662944168572
290;56;"G";90;0,975609756097561;1;1;0,951219512195122;0,926829268292683;2400;"G";40;"1116-1";1;983,275232705038
291;56;"G";90;0,975609756097561;1;1;0,951219512195122;0,926829268292683;2500;"G";40;"1116-1";1;985,926209688989
292;56;"G";90;0,975609756097561;1;1;0,951219512195122;0,926829268292683;2600;"G";40;"1116-1";1;988,616757888007
