"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
866;58;"G";60;0,961538461538462;0,923076923076923;1;1;0,923076923076923;1600;"G";30;"1293-2";1;1916,31320595476
867;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1700;"G";30;"1293-2";1;2032,94418529027
868;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1800;"G";30;"1293-2";1;2349,0022691409
870;58;"G";60;0,961538461538462;0,923076923076923;1;1;0,923076923076923;1600;"P";30;"1293-2";1;1908,63056604958
871;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1700;"P";30;"1293-2";1;2026,76421330148
872;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1800;"P";30;"1293-2";1;2343,73016029736
874;58;"G";60;0,961538461538462;0,923076923076923;1;1;0,923076923076923;1600;"G";40;"1293-2";1;1901,91288112818
875;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1700;"G";40;"1293-2";1;2014,3372056541
876;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1800;"G";40;"1293-2";1;2332,5745001801
878;58;"G";60;0,961538461538462;0,923076923076923;1;1;0,923076923076923;1600;"P";40;"1293-2";1;1895,99678900049
879;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1700;"P";40;"1293-2";1;2008,15723366531
880;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1800;"P";40;"1293-2";1;2327,30239133657
883;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1700;"G";50;"1293-2";1;2014,3372056541
884;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1800;"G";50;"1293-2";1;2332,5745001801
887;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1700;"P";50;"1293-2";1;2008,15723366531
888;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1800;"P";50;"1293-2";1;2327,30239133657
891;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1700;"G";60;"1293-2";1;2014,3372056541
892;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1800;"G";60;"1293-2";1;2332,5745001801
895;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1700;"P";60;"1293-2";1;2008,15723366531
896;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1800;"P";60;"1293-2";1;2327,30239133657
899;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1700;"G";70;"1293-2";1;2014,3372056541
900;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1800;"G";70;"1293-2";1;2332,5745001801
903;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1700;"P";70;"1293-2";1;2008,15723366531
904;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;1800;"P";70;"1293-2";1;2327,30239133657
4556;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;2600;"G";30;"180-1";1;50206,0374045117
4576;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;2600;"P";30;"180-1";1;50200,6802616546
7136;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;2000;"G";30;"203-1";1;50203,8094017769
7152;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;2000;"P";30;"203-1";1;50198,4522589198
7168;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;2000;"G";40;"203-1";1;50200,4161784978
7184;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;2000;"P";40;"203-1";1;50195,0590356407
7200;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;2000;"G";50;"203-1";1;50200,4161784978
7216;58;"G";60;1;0,923076923076923;1;1;0,923076923076923;2000;"P";50;"203-1";1;50195,0590356407
