"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
246;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2600;"G";30;"1116-1";1;1268,57542739681
247;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2700;"G";30;"1116-1";1;1270,57935533366
269;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2600;"P";30;"1116-1";1;1258,49606231745
270;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2700;"P";30;"1116-1";1;1260,49999025429
867;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1700;"G";30;"1293-2";1;2032,94418529027
868;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1800;"G";30;"1293-2";1;2349,0022691409
871;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1700;"P";30;"1293-2";1;2026,76421330148
872;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1800;"P";30;"1293-2";1;2343,73016029736
875;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1700;"G";40;"1293-2";1;2014,3372056541
876;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1800;"G";40;"1293-2";1;2332,5745001801
879;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1700;"P";40;"1293-2";1;2008,15723366531
880;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1800;"P";40;"1293-2";1;2327,30239133657
883;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1700;"G";50;"1293-2";1;2014,3372056541
884;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1800;"G";50;"1293-2";1;2332,5745001801
887;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1700;"P";50;"1293-2";1;2008,15723366531
888;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1800;"P";50;"1293-2";1;2327,30239133657
891;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1700;"G";60;"1293-2";1;2014,3372056541
892;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1800;"G";60;"1293-2";1;2332,5745001801
895;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1700;"P";60;"1293-2";1;2008,15723366531
896;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1800;"P";60;"1293-2";1;2327,30239133657
899;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1700;"G";70;"1293-2";1;2014,3372056541
900;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1800;"G";70;"1293-2";1;2332,5745001801
903;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1700;"P";70;"1293-2";1;2008,15723366531
904;55;"G";90;1;0,924242424242424;1;0,939393939393939;0,909090909090909;1800;"P";70;"1293-2";1;2327,30239133657
921;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2200;"G";30;"139-1";1;1437,77870955983
938;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2200;"P";30;"139-1";1;1427,69934448046
955;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2200;"G";40;"139-1";1;1343,95503406184
972;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2200;"P";40;"139-1";1;1335,37170072851
989;55;"G";90;0,96969696969697;0,924242424242424;1;0,939393939393939;0,909090909090909;2200;"G";50;"139-1";1;1343,95503406184
1006;55;"G";90;0,96969696969697;0,924242424242424;1;0,939393939393939;0,909090909090909;2200;"P";50;"139-1";1;1335,37170072851
1194;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2200;"G";30;"140-1";1;1450,94776451504
1195;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2300;"G";30;"140-1";1;1638,9808023572
1196;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2400;"G";30;"140-1";1;1904,43613326976
1214;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2200;"P";30;"140-1";1;1442,3644311817
1215;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2300;"P";30;"140-1";1;1631,59701550913
1216;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2400;"P";30;"140-1";1;1898,25616128097
1234;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2200;"G";40;"140-1";1;1340,90105160588
1235;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2300;"G";40;"140-1";1;1515,01640713779
1236;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2400;"G";40;"140-1";1;1762,80403059781
1254;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2200;"P";40;"140-1";1;1332,31771827254
1255;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2300;"P";40;"140-1";1;1507,63262028972
1256;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2400;"P";40;"140-1";1;1756,62405860902
1274;55;"G";90;0,96969696969697;0,924242424242424;1;0,939393939393939;0,909090909090909;2200;"G";50;"140-1";1;1340,90105160588
1275;55;"G";90;0,96969696969697;0,924242424242424;1;0,939393939393939;0,909090909090909;2300;"G";50;"140-1";1;1515,01640713779
1276;55;"G";90;0,96969696969697;0,924242424242424;1;0,939393939393939;0,909090909090909;2400;"G";50;"140-1";1;1762,80403059781
1294;55;"G";90;0,96969696969697;0,924242424242424;1;0,939393939393939;0,909090909090909;2200;"P";50;"140-1";1;1332,31771827254
1295;55;"G";90;0,96969696969697;0,924242424242424;1;0,939393939393939;0,909090909090909;2300;"P";50;"140-1";1;1507,63262028972
1296;55;"G";90;0,96969696969697;0,924242424242424;1;0,939393939393939;0,909090909090909;2400;"P";50;"140-1";1;1756,62405860902
1886;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2600;"G";30;"145-2";1;1268,86146045486
1887;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2700;"G";30;"145-2";1;1270,88562808926
1909;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2600;"P";30;"145-2";1;1258,78209537549
1910;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2700;"P";30;"145-2";1;1260,80626300989
3006;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2600;"G";30;"152-2";1;1268,71242215797
3007;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2700;"G";30;"152-2";1;1270,72200296877
3008;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2800;"G";30;"152-2";1;1272,76043525632
3009;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2900;"G";30;"152-2";1;1274,82834937017
3010;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;3000;"G";30;"152-2";1;1276,9263943064
3011;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;3100;"G";30;"152-2";1;1279,0552384085
3033;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2600;"P";30;"152-2";1;1258,6330570786
3034;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2700;"P";30;"152-2";1;1260,6426378894
3035;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2800;"P";30;"152-2";1;1262,68107017696
3036;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2900;"P";30;"152-2";1;1264,7489842908
3037;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;3000;"P";30;"152-2";1;1266,84702922703
3038;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;3100;"P";30;"152-2";1;1268,97587332913
3065;55;"G";90;0,96969696969697;0,924242424242424;1;0,939393939393939;0,909090909090909;3100;"G";40;"152-2";1;1104,51431308611
3092;55;"G";90;0,96969696969697;0,924242424242424;1;0,939393939393939;0,909090909090909;3100;"P";40;"152-2";1;1091,44883689563
3437;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2600;"G";30;"152-3";1;1268,71242215797
3438;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2700;"G";30;"152-3";1;1270,72200296877
3459;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2600;"P";30;"152-3";1;1258,6330570786
3460;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2700;"P";30;"152-3";1;1260,6426378894
4548;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;1800;"G";30;"180-1";1;1270,91770114167
4549;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;1900;"G";30;"180-1";1;1273,94021776283
4550;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;2000;"G";30;"180-1";1;1369,11684268551
