"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TOTALWEIGHT";"BREAKCLASS";"VMAX";"TFZ";"NUM_TFZ";"T10"
3011;53;"G";90;0,983050847457627;0,915254237288136;1;0,954802259887006;0,903954802259887;3100;"G";30;"152-2";1;1279,0552384085
3038;53;"G";90;0,983050847457627;0,915254237288136;1;0,954802259887006;0,903954802259887;3100;"P";30;"152-2";1;1268,97587332913
4551;53;"G";90;0,983050847457627;0,915254237288136;1;0,954802259887006;0,903954802259887;2100;"G";30;"180-1";1;1603,11208498613
4552;53;"G";90;0,988700564971751;0,915254237288136;1;0,954802259887006;0,903954802259887;2200;"G";30;"180-1";1;1831,64439597314
4553;53;"G";90;0,988700564971751;0,915254237288136;1;0,954802259887006;0,903954802259887;2300;"G";30;"180-1";1;50195,6872936768
4554;53;"G";90;0,988700564971751;0,915254237288136;1;0,954802259887006;0,903954802259887;2400;"G";30;"180-1";1;50199,0591917667
4555;53;"G";90;0,988700564971751;0,915254237288136;1;0,954802259887006;0,903954802259887;2500;"G";30;"180-1";1;50202,5083201602
4556;53;"G";90;0,988700564971751;0,915254237288136;1;0,954802259887006;0,903954802259887;2600;"G";30;"180-1";1;50206,0374045117
4571;53;"G";90;0,983050847457627;0,915254237288136;1;0,954802259887006;0,903954802259887;2100;"P";30;"180-1";1;1595,72829813806
4572;53;"G";90;0,988700564971751;0,915254237288136;1;0,954802259887006;0,903954802259887;2200;"P";30;"180-1";1;1821,56503089377
4573;53;"G";90;0,988700564971751;0,915254237288136;1;0,954802259887006;0,903954802259887;2300;"P";30;"180-1";1;50190,3301508196
4574;53;"G";90;0,988700564971751;0,915254237288136;1;0,954802259887006;0,903954802259887;2400;"P";30;"180-1";1;50193,7020489095
4575;53;"G";90;0,988700564971751;0,915254237288136;1;0,954802259887006;0,903954802259887;2500;"P";30;"180-1";1;50197,1511773031
4576;53;"G";90;0,988700564971751;0,915254237288136;1;0,954802259887006;0,903954802259887;2600;"P";30;"180-1";1;50200,6802616546
4591;53;"G";90;0,971751412429379;0,915254237288136;1;0,954802259887006;0,903954802259887;2100;"G";40;"180-1";1;1315,80740605497
