"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"629";427;50;"P";90;0,92;1;0,96;1;0,92;0;0;1;"G1206-3";1387;1;80;731,256969660961
"155";32;50;"P";100;0,96;1;0,96;0,92;0,92;1;1;0;"295-1";1279;1;80;874,125921182136
"535";32;60;"P";90;0,96;0,96;0,96;1;0,92;0;0;0;"295-1";1279;1;80;874,125921182136
"686";14;61;"G";90;1;0,92;1;1;0,92;0;0;0;"211-1";2241;2;80;883,736961496171
