"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"1003";20;56;"G";90;0,9;0,985714285714286;1;1;0,9;1;0;1;"189-2";2786;1;90;624,752739433442
"907";266;57;"G";90;0,914285714285714;0,942857142857143;1;1;0,9;0;1;0;"294-3";1380;1;80;867,193864633555
"632";49;60;"G";90;0,957142857142857;0,9;1;1;0,9;0;0;0;"140-1";2083;1;100;670,800262981201
"509";79;55;"P";90;1;1;0,9;1;0,9;0;0;0;"G1206-3";2087;1;80;868,486516042941
