"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"400";558;37;"G";70;0,901960784313726;1;1;1;0,901960784313726;1;0;1;"225-1";1428;1;80;782,908512801698
"371";444;43;"G";70;0,92156862745098;0,96078431372549;1;1;0,901960784313726;0;0;0;"203-1";1668;1;80;792,24707215649
"342";429;49;"G";70;0,941176470588235;0,941176470588235;1;1;0,901960784313726;0;0;0;"G1206-3";3674;2;80;860,529187374215
"184";175;37;"G";80;0,96078431372549;1;1;0,941176470588235;0,901960784313726;0;0;0;"G1206-1";2690;1;80;1021,47582818879
"288";175;37;"P";70;0,96078431372549;1;0,941176470588235;1;0,901960784313726;0;0;0;"G1206-1";2690;1;80;1009,57106628403
"107";420;55;"G";80;1;0,901960784313726;1;0,941176470588235;0,901960784313726;0;1;0;"DE1002-1";3990;1;80;1155,78017715167
"263";420;43;"P";70;1;0,96078431372549;0,941176470588235;1;0,901960784313726;0;0;0;"DE1002-1";3990;1;80;1144,47065334214
