"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"280";12;37;"P";75;0,904761904761905;1;1;1;0,904761904761905;0;0;1;"ER 20D-2";1880;1;80;728,401896200851
"3";32;50;"P";80;0,952380952380952;0,952380952380952;1;0,952380952380952;0,904761904761905;1;1;0;"295-1";1279;1;80;874,125921182136
