"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"280";242;54;"P";90;0,902173913043478;0,945652173913043;1;0,934782608695652;0,902173913043478;1;1;1;"145-2";2080;1;90;565,204887790246
"900";20;55;"P";80;0,91304347826087;0,934782608695652;1;1;0,902173913043478;0;0;0;"189-2";2786;1;90;620,549548046808
"73";394;55;"P";90;0,923913043478261;0,934782608695652;1;0,934782608695652;0,902173913043478;0;0;0;"ER 20D-2";1580;1;90;658,846939320053
