"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"6368";421;45;"G";80;0,9;1;1;1;0,9;0;0;0;"G1206-1";1890;1;80;847,742186851804
"2449";50;53;"G";90;0,91;0,97;1;0,97;0,9;1;0;1;"140-1";1548;1;100;594,85697223761
"2334";589;55;"G";90;0,92;0,96;1;0,97;0,9;0;0;0;"155-1";2403;1;100;630,148606110299
"4770";589;45;"P";80;0,92;1;0,97;1;0,9;0;0;0;"155-1";2403;1;100;606,339082300775
"2033";20;56;"G";90;0,94;0,94;1;0,97;0,9;0;0;0;"189-2";2786;1;90;624,752739433442
"808";1044;55;"P";90;0,94;0,96;0,97;0,97;0,9;0;1;0;"1265-1";1684;1;100;726,119853319977
"1981";894;57;"G";90;0,97;0,91;1;0,97;0,9;0;0;0;"371-1";2084;1;100;740,655703291717
"560";894;56;"P";90;0,97;0,94;0,97;0,97;0,9;0;0;0;"371-1";2084;1;100;719,822369958383
"1625";12;58;"G";90;0,98;0,9;1;0,97;0,9;0;0;0;"ER 20D-2";1880;1;80;746,259039057994
