"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"48";14;44;"G";80;0,941176470588235;1;1;1;0,941176470588235;1;1;0;"211-1";2241;2;80;883,736961496171
"3";79;54;"G";80;1;0,941176470588235;1;1;0,941176470588235;0;0;1;"G1206-3";2087;1;80;883,367468423894
