"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"678";20;54;"G";80;0,909090909090909;0,96969696969697;1;1;0,909090909090909;0;0;0;"189-2";2786;1;90;644,359071856332
"141";35;54;"G";90;0,924242424242424;0,96969696969697;1;0,939393939393939;0,909090909090909;1;1;1;"185-2";2735;1;90;629,094361966156
"541";12;55;"G";80;0,96969696969697;0,924242424242424;1;1;0,909090909090909;0;0;0;"ER 20D-2";1880;1;80;746,259039057994
"50";432;55;"G";90;0,984848484848485;0,924242424242424;1;0,939393939393939;0,909090909090909;0;0;0;"203-1";1868;1;90;876,915924242969
