"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"923";20;53;"G";90;0,921052631578947;1;1;1;0,921052631578947;1;1;1;"189-2";2786;1;90;624,752739433442
"737";12;54;"G";90;0,973684210526316;0,947368421052632;1;1;0,921052631578947;0;0;0;"ER 20D-2";1880;1;80;746,259039057994
"554";14;56;"G";90;1;0,921052631578947;1;1;0,921052631578947;0;0;0;"211-1";2241;2;80;883,736961496171
"370";14;53;"P";90;1;1;0,921052631578947;1;0,921052631578947;0;0;0;"211-1";2241;2;80;868,856009115219
