"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"610";49;53;"G";90;0,907407407407407;0,962962962962963;1;0,907407407407407;0,907407407407407;1;1;1;"140-1";2083;1;100;670,800262981201
"2422";12;54;"G";40;0,944444444444444;0,925925925925926;1;1;0,907407407407407;0;0;0;"ER 20D-2";1880;1;80;982,261786606481
"2367";711;36;"P";40;0,981481481481482;1;0,925925925925926;1;0,907407407407407;0;0;0;"294-1";1764;1;40;1044,62369284665
"2214";420;40;"P";40;1;0,981481481481482;0,925925925925926;1;0,907407407407407;0;0;0;"DE1002-1";3990;1;80;1144,47065334214
