"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"1820";181;40;"G";70;0,907692307692308;1;1;1;0,907692307692308;0;0;0;"DH1004-1";1072;1;90;779,181259904269
"427";34;50;"G";80;0,923076923076923;0,969230769230769;1;0,953846153846154;0,907692307692308;1;1;1;"185-2";2635;1;90;638,170947915044
"1603";146;53;"G";70;0,938461538461538;0,953846153846154;1;1;0,907692307692308;0;0;0;"145-2";2180;1;90;653,935224407591
"222";94;56;"G";80;0,953846153846154;0,938461538461538;1;0,953846153846154;0,907692307692308;0;0;0;"185CL1-1";2984;1;100;662,002218059334
"1280";79;62;"G";70;0,984615384615385;0,907692307692308;1;1;0,907692307692308;0;0;0;"G1206-3";2087;1;80;883,367468423894
