"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"1461";16;60;"G";80;0,905660377358491;0,981132075471698;1;1;0,905660377358491;1;0;0;"185-2";1935;1;90;595,839419866717
"532";174;60;"G";90;0,943396226415094;0,981132075471698;1;0,962264150943396;0,905660377358491;0;0;0;"260-2";1484;1;90;762,242940439577
"20";83;60;"P";90;0,962264150943396;0,981132075471698;0,943396226415094;0,962264150943396;0,905660377358491;0;1;1;"185-2";2085;1;90;551,29911256227
