"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"3943";223;56;"G";80;0,904109589041096;0,986301369863014;1;1;0,904109589041096;0;0;0;"185-2";1955;1;90;596,957841874247
"3386";803;61;"G";80;0,917808219178082;0,904109589041096;1;1;0,904109589041096;0;1;0;"1144-1";1584;1;100;615,462594995597
"1739";43;56;"G";90;0,931506849315068;0,986301369863014;1;0,958904109589041;0,904109589041096;1;0;0;"140-1";1683;1;100;611,116644537155
"1535";108;59;"G";90;0,945205479452055;0,972602739726027;1;0,958904109589041;0,904109589041096;0;0;0;"4370-1";2290;1;100;602,45853232996
"1507";1034;60;"G";90;0,972602739726027;0,945205479452055;1;0,958904109589041;0,904109589041096;0;0;1;"6186-1";2259;1;100;590,645345616157
"3019";1034;56;"P";80;0,972602739726027;0,986301369863014;0,931506849315068;1;0,904109589041096;0;0;0;"6186-1";2259;1;100;590,768247101677
"2595";20;59;"P";80;0,986301369863014;0,972602739726027;0,931506849315068;1;0,904109589041096;0;0;0;"189-2";2786;1;90;620,549548046808
