"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"4299";42;55;"G";80;0,903010033444816;0,986622073578595;1;0,996655518394649;0,903010033444816;0;0;0;"185-2";2435;1;90;625,356822341656
"4163";144;56;"G";80;0,906354515050167;0,983277591973244;1;0,996655518394649;0,903010033444816;0;0;0;"185-2";2485;1;90;628,501627980964
"2055";966;55;"G";90;0,916387959866221;0,986622073578595;1;0,973244147157191;0,903010033444816;1;0;0;"151-1";5636;2;90;634,702133759974
"1787";93;56;"G";90;0,919732441471572;0,983277591973244;1;0,973244147157191;0,903010033444816;0;0;1;"185CL1-1";2684;1;90;624,36296541038
"3859";93;58;"G";80;0,919732441471572;0,963210702341137;1;0,996655518394649;0,903010033444816;0;0;0;"185CL1-1";2684;1;90;641,27341461816
"1643";129;57;"G";90;0,933110367892977;0,966555183946488;1;0,973244147157191;0,903010033444816;0;0;0;"140-1";4086;2;90;665,774164163545
"1488";49;58;"G";90;0,936454849498328;0,963210702341137;1;0,973244147157191;0,903010033444816;0;0;0;"140-1";2083;1;100;670,800262981201
"3815";915;60;"G";80;0,94314381270903;0,939799331103679;1;0,996655518394649;0,903010033444816;0;0;0;"180-1";1884;1;90;659,847857745824
"3611";446;61;"G";80;0,953177257525084;0,919732441471572;1;0,996655518394649;0,903010033444816;0;1;0;"203-1";1368;1;90;752,817898354465
"3362";890;52;"P";80;0,956521739130435;0,993311036789298;0,939799331103679;0,996655518394649;0,903010033444816;0;0;0;"180-1";2084;1;100;659,887576224027
"1341";57;60;"G";90;0,959866220735786;0,939799331103679;1;0,973244147157191;0,903010033444816;0;0;0;"264-1";3456;1;80;765,887583017809
"3117";57;55;"P";80;0,959866220735786;0,986622073578595;0,939799331103679;0,996655518394649;0,903010033444816;0;0;0;"264-1";3456;1;80;748,030440160666
"3061";872;56;"P";80;0,966555183946488;0,983277591973244;0,939799331103679;0,996655518394649;0,903010033444816;0;0;0;"232-2";2762;1;100;837,586834390301
"1115";649;50;"P";90;0,976588628762542;1;0,939799331103679;0,973244147157191;0,903010033444816;0;0;0;"G1206-3";1887;1;100;850,060825615451
"858";923;55;"P";90;0,983277591973244;0,986622073578595;0,939799331103679;0,973244147157191;0,903010033444816;0;0;0;"246-1";2482;1;80;846,949303582289
"2948";1009;57;"P";80;0,986622073578595;0,966555183946488;0,939799331103679;0,996655518394649;0,903010033444816;0;0;0;"G1206-3";1937;1;100;854,427453240697
"5118";711;58;"P";60;0,989966555183946;0,963210702341137;0,939799331103679;1;0,903010033444816;0;0;0;"294-1";1764;1;40;1044,62369284665
"1237";420;61;"G";90;1;0,919732441471572;1;0,973244147157191;0,903010033444816;0;0;0;"DE1002-1";3990;1;80;1155,78017715167
