"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"2277";18;55;"P";90;0,901960784313726;1;1;1;0,901960784313726;0;0;1;"28-1";1585;1;100;518,46168528258
"13";31;61;"P";100;0,92156862745098;0,92156862745098;1;0,92156862745098;0,901960784313726;1;1;0;"295-1";979;1;80;827,353811727811
