"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"29";558;52;"G";70;0,92;1;1;1;0,92;1;0;1;"225-1";1428;1;80;782,908512801698
"2";175;54;"G";70;0,96;0,96;1;1;0,92;0;1;0;"G1206-1";2690;1;80;1021,47582818879
