"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"459";164;34;"G";60;0,908163265306122;1;1;1;0,908163265306122;0;0;0;"294-3";1480;1;80;881,272152419471
"445";920;37;"G";60;0,918367346938776;0,989795918367347;1;1;0,908163265306122;0;0;0;"264-1";4356;1;80;876,87510703218
"351";14;47;"G";60;0,928571428571429;0,959183673469388;1;1;0,908163265306122;0;0;0;"211-1";2241;2;80;883,736961496171
"113";429;47;"G";70;0,948979591836735;0,959183673469388;1;0,948979591836735;0,908163265306122;1;0;1;"G1206-3";3674;2;80;860,529187374215
"288";429;53;"G";60;0,948979591836735;0,938775510204082;1;1;0,908163265306122;0;0;0;"G1206-3";3674;2;80;860,529187374215
"3";128;54;"G";70;0,969387755102041;0,918367346938776;1;0,948979591836735;0,908163265306122;0;1;0;"9274-1";1980;1;80;1021,11895287679
