"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"594";143;53;"G";80;0,91304347826087;1;1;0,978260869565217;0,91304347826087;0;0;0;"140-1";3966;2;90;659,035294102765
"235";34;53;"G";90;0,934782608695652;1;1;0,934782608695652;0,91304347826087;1;1;1;"185-2";2635;1;90;620,418864540445
"470";49;54;"G";80;0,956521739130435;0,956521739130435;1;0,978260869565217;0,91304347826087;0;0;0;"140-1";2083;1;100;670,800262981201
"704";79;56;"G";40;1;0,91304347826087;1;1;0,91304347826087;0;0;0;"G1206-3";2087;1;80;1011,47694262828
