"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"733";47;40;"P";100;0,9;1;1;0,933333333333333;0,9;1;0;1;"155-1";2373;1;100;589,740528650571
"56";220;55;"P";100;0,933333333333333;0,9;1;0,933333333333333;0,9;0;1;0;"155-1";2523;1;100;615,120742348903
