"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"2037";297;54;"G";80;0,902439024390244;0,959349593495935;1;1;0,902439024390244;0;0;0;"ER 20D-5";1530;1;100;733,162500257992
"1752";154;55;"G";80;0,910569105691057;0,943089430894309;1;1;0,902439024390244;0;0;1;"189-2";3922;2;85;595,131181111509
"257";43;55;"G";90;0,926829268292683;0,943089430894309;1;0,926829268292683;0,902439024390244;1;0;0;"140-1";1683;1;100;611,116644537155
"44";167;58;"G";90;0,959349593495935;0,902439024390244;1;0,926829268292683;0,902439024390244;0;1;0;"232-2";2322;1;80;755,6825161526
