"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"758";20;54;"G";90;0,905882352941176;1;1;1;0,905882352941176;1;0;1;"189-2";2786;1;90;624,752739433442
"612";36;55;"G";90;0,917647058823529;0,988235294117647;1;1;0,905882352941176;0;0;0;"185-2";2785;1;90;633,58086915067
"479";162;56;"G";90;0,929411764705882;0,964705882352941;1;1;0,905882352941176;0;0;0;"140-1";1883;1;90;638,016549486224
"167";94;62;"G";90;0,952941176470588;0,917647058823529;1;1;0,905882352941176;0;1;0;"185CL1-1";2984;1;100;662,002218059334
"1";12;65;"G";90;0,988235294117647;0,905882352941176;1;1;0,905882352941176;0;0;0;"ER 20D-2";1880;1;80;746,259039057994
