"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"979";297;55;"G";80;0,903225806451613;1;1;1;0,903225806451613;1;0;0;"ER 20D-5";1530;1;100;733,162500257992
"563";43;60;"G";80;0,919354838709677;0,951612903225806;1;1;0,903225806451613;0;1;1;"140-1";1683;1;100;628,450221606871
"373";32;55;"P";80;0,967741935483871;1;0,935483870967742;1;0,903225806451613;0;0;0;"295-1";1279;1;80;874,125921182136
"278";628;59;"P";80;0,983870967741935;0,967741935483871;0,935483870967742;1;0,903225806451613;0;0;0;"294-1";1329;1;80;888,409434187344
