"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"371";828;40;"G";80;0,903954802259887;0,988700564971751;1;0,988700564971751;0,903954802259887;0;0;1;"140-1";2283;1;100;695,791805181298
"570";923;47;"G";70;0,915254237288136;0,983050847457627;1;0,994350282485876;0,903954802259887;0;0;0;"246-1";2482;1;80;861,830255963242
"289";57;50;"G";80;0,92090395480226;0,966101694915254;1;0,988700564971751;0,903954802259887;0;0;0;"264-1";3456;1;80;765,887583017809
"75";503;50;"G";90;0,932203389830508;0,966101694915254;1;0,954802259887006;0,903954802259887;1;0;0;"G1206-4";1887;1;60;865,712512650703
"54";897;52;"G";90;0,937853107344633;0,937853107344633;1;0,954802259887006;0,903954802259887;0;1;0;"180-1";2384;1;90;739,848908452917
"233";444;53;"G";80;0,977401129943503;0,915254237288136;1;0,988700564971751;0,903954802259887;0;0;0;"203-1";1668;1;80;792,24707215649
"8";432;53;"G";90;0,983050847457627;0,915254237288136;1;0,954802259887006;0,903954802259887;0;0;0;"203-1";1868;1;90;876,915924242969
