"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"216";12;54;"P";80;0,925925925925926;1;1;1;0,925925925925926;1;0;1;"ER 20D-2";1880;1;80;728,401896200851
"144";444;56;"P";80;0,962962962962963;0,962962962962963;1;1;0,925925925925926;0;1;0;"203-1";1668;1;80;774,389929299347
"1";9;62;"P";80;1;0,925925925925926;1;1;0,925925925925926;0;0;0;"295-1";1079;1;80;840,767427420357
